date,paid_price
2025-06-30,914.65
2025-07-01,511.74
2025-07-02,7217.610000000001
2025-07-03,372.4
2025-07-04,2872.45
2025-07-05,11989.47
2025-07-06,29548.45
2025-07-07,4001.6
2025-07-08,9048.720000000001
2025-07-09,584.6800000000001
2025-07-10,607.77
2025-07-11,5456.3
2025-07-12,447.03000000000003
2025-07-13,2880.45
2025-07-14,649.35
2025-07-15,474.45
2025-07-16,252.19
2025-07-17,598.55
2025-07-18,665.44
2025-07-19,8296.38
2025-07-20,376.44
2025-07-21,522.85
2025-07-22,427.88
2025-07-23,7397.59
2025-07-24,27927.7
2025-07-25,5578.25
2025-07-26,5650.2
2025-07-27,4850.5
2025-07-28,899.05
2025-07-29,2328.99
2025-07-30,585.4
2025-07-31,562.48
2025-08-01,399.92999999999995
2025-08-02,4003.9500000000003
2025-08-03,371.1
2025-08-04,595.55
2025-08-05,2558.76
2025-08-06,10164.5
2025-08-07,360.63
2025-08-08,295.98
2025-08-09,143.39000000000001
2025-08-10,405.75
2025-08-11,350.08
2025-08-12,3909.6
2025-08-13,1892.53
2025-08-14,459.01
2025-08-15,11530.4
2025-08-16,240.55
2025-08-18,157.9
2025-08-19,144.2
2025-08-20,8604.0
2025-08-21,165.75
2025-08-23,436.1
2025-08-24,124.5
2025-08-25,86.09
2025-08-26,300.53
2025-08-27,115.0
2025-08-28,136.68
2025-08-29,263.5
2025-08-30,12387.97
2025-08-31,268.1
2025-09-01,21391.350000000002
2025-09-03,220.99
2025-09-05,297.09
2025-09-06,179.4
2025-09-07,214.7
2025-09-08,511.28999999999996
2025-09-10,60.0
2025-09-11,144.0
2025-09-12,5607.04
2025-09-13,119.25
2025-09-14,130.15
2025-09-15,467.4
2025-09-16,51.0
2025-09-17,108.75
2025-09-18,12075.27
2025-09-21,90.95
2025-09-22,5127.75
2025-09-23,229.5
2025-09-24,126.24
2025-09-25,59.25
2025-09-27,21.6
2025-09-29,89.99
2025-09-30,163.8
2025-10-01,30.9
2025-10-02,8417.99
2025-10-03,523.25
2025-10-04,24.99
2025-10-05,56.25
2025-10-06,40.25
2025-10-08,45.75
2025-10-09,101.8
2025-10-10,29.0
2025-10-11,16909.25
2025-10-13,195.0
2025-10-15,77.69
2025-10-16,23.99
2025-10-18,256.8
2025-10-19,195.0
2025-10-20,85.2
2025-10-22,22.0
2025-10-25,65.0
2025-10-30,94.2
2025-11-02,62.25
2025-11-03,22.5
2025-11-09,29.7
2025-12-02,59.75
2025-12-04,76.8
2025-12-05,5340.0
2025-12-06,172.8
